Cristiano Ronaldo,32,Portugal,94,Real Madrid CF,€95.5M,€565K
Nano,22,Spain,73,Levante UD,€5.5M,€19K
Braga,34,Portugal,73,CD Aves,€1.9M,€13K
De las Cuevas,31,Spain,73,CA Osasuna,€3.4M,€11K
K. Havertz,18,Germany,73,Bayer 04 Leverkusen,€8M,€25K
S. Rybalka,27,Ukraine,73,Medicana Sivasspor,€4M,€14K
M. Gregoritsch,23,Austria,73,FC Augsburg,€5.5M,€21K
M. Michel,25,France,73,Angers SCO,€3.7M,€16K
A. Di Gaudio,27,Italy,73,Parma,€4.2M,€6K
A. Johansson,35,Sweden,73,IFK Norrköping,€950K,€5K
D. Bessa,24,Italy,73,Hellas Verona,€5M,€23K
Naranjo,22,Spain,73,CD Leganés,€5.5M,€16K
D. Calabria,20,Italy,73,Milan,€5.5M,€51K
Douglas,29,Netherlands,73,Sporting CP,€3.1M,€15K
Cifuentes,26,Spain,73,Málaga CF,€4.1M,€21K
O. Rybka,30,Ukraine,73,Kardemir Karabükspor,€2.6M,€11K
M. Vejinović,27,Netherlands,73,AZ Alkmaar,€4.5M,€16K
F. Ceccherini,25,Italy,73,Crotone,€4.5M,€12K
V. Nogueira,29,France,73,RC Strasbourg,€3.8M,€24K
L. Siligardi,29,Italy,73,Parma,€3.9M,€7K
D. Appiah,25,France,73,RSC Anderlecht,€4.1M,€19K
C. Löwe,28,Germany,73,Huddersfield Town,€3.2M,€42K
R. Pasveer,33,Netherlands,73,Vitesse,€2M,€9K
F. Tabanou,28,France,73,En Avant de Guingamp,€3.2M,€22K
N. Bendtner,29,Denmark,73,Rosenborg BK,€4M,€10K
J. Delaplace,31,France,73,SM Caen,€3.4M,€23K
Miguel Flaño,32,Spain,73,CA Osasuna,€2.3M,€10K
Fábio Pacheco,29,Portugal,73,CS Marítimo,€3.1M,€10K
L. Castaignos,24,Netherlands,73,Vitesse,€5.5M,€15K
E. Krafth,22,Sweden,73,Bologna,€4.7M,€36K
Diego González,22,Spain,73,Málaga CF,€5.5M,€18K
S. Zoller,26,Germany,73,1. FC Köln,€5M,€35K
Hermoso,22,Spain,73,RCD Espanyol,€5M,€21K
J. Pelupessy,24,Netherlands,73,Heracles Almelo,€4.4M,€9K
J. St. Juste,20,Netherlands,73,Feyenoord,€5.5M,€11K
L. Crisetig,24,Italy,73,Bologna,€5M,€40K
A. Kruiswijk,32,Netherlands,73,Vitesse,€2.3M,€12K
R. Benzar,25,Romania,73,,€0,€0.00
R. Philippoteaux,29,France,73,AJ Auxerre,€3.9M,€10K
S. Pocognoli,29,Belgium,73,Standard de Liège,€3M,€16K
C. Moritz,27,Germany,73,1. FC Kaiserslautern,€4.1M,€14K
D. Ciofani,31,Italy,73,Frosinone,€3.6M,€6K
M. Lustig,30,Sweden,73,Celtic,€2.9M,€44K
A. Rudņevs,29,Latvia,73,1. FC Köln,€4M,€36K
K. Monnet-Paquet,28,France,73,AS Saint-Étienne,€4M,€37K
R. Yabo,25,Germany,73,FC Red Bull Salzburg,€4.9M,€29K
V. Forren,29,Norway,73,Molde FK,€3.1M,€8K
M. Bianchetti,24,Italy,73,Hellas Verona,€4.3M,€20K
F. Novák,27,Czech Republic,73,FC Midtjylland,€3.7M,€25K
F. Rønnow,24,Denmark,73,Brøndby IF,€3.9M,€12K
A. Fransson,23,Sweden,73,FC Basel,€5.5M,€27K
F. Di Francesco,23,Italy,73,Bologna,€6M,€44K
Susaeta,32,Spain,73,Albacete Balompié,€3.1M,€10K
Fausto Tienza,27,Spain,73,CA Osasuna,€4.5M,€11K
Osmar,29,Spain,73,FC Seoul,€3.1M,€9K
O. Sorg,27,Germany,73,Hannover 96,€3.3M,€33K
L. Vácha,28,Czech Republic,73,Sparta Praha,€3.2M,€1K
V. Belec,27,Slovenia,73,Benevento Calcio,€3.2M,€20K
Alberto,32,Spain,73,Rayo Vallecano,€2.3M,€17K
B. Kuwas,24,Netherlands,73,Heracles Almelo,€5M,€11K
S. Elana,36,France,73,GFC Ajaccio,€550K,€4K
L. Trossard,22,Belgium,73,KRC Genk,€5.5M,€15K
Jason,22,Spain,73,Levante UD,€6M,€20K
E. Sviatchenko,25,Denmark,73,Celtic,€4.1M,€42K
C. Buchtmann,25,Germany,73,FC St. Pauli,€4.9M,€18K
Joselu,26,Spain,73,Granada CF,€5M,€12K
J. Perbet,32,France,73,KV Kortrijk,€3.2M,€24K
S. Pellissier,38,Italy,73,Chievo Verona,€1.4M,€14K
K. Amian Adou,19,France,73,Toulouse FC,€6.5M,€13K
T. Sippel,29,Germany,73,Borussia Mönchengladbach,€2.7M,€25K
Castro,29,Portugal,73,Göztepe,€3.9M,€19K
A. Ring,26,Finland,73,New York City Football Club,€4.3M,€8K
A. Isaksson,35,Sweden,73,Djurgårdens IF,€950K,€4K
N. Douchez,37,France,73,RC Lens,€270K,€5K
C. Molinaro,33,Italy,73,Torino,€1.5M,€36K
Orlando Sá,29,Portugal,73,Standard de Liège,€4M,€19K
Guitián,26,Spain,73,Real Valladolid,€4.2M,€10K
M. Coutadeur,31,France,73,AC Ajaccio,€3.4M,€8K
R. Danzé,30,France,73,Stade Rennais FC,€2.9M,€21K
Clerc,25,Spain,73,CA Osasuna,€4.1M,€10K
F. Dionisi,30,Italy,73,Frosinone,€3.9M,€6K
S. Perica,21,Croatia,73,Udinese,€6M,€23K
Luís Aurélio,28,Portugal,73,CD Feirense,€4M,€12K
J. Djourou,30,Switzerland,73,Antalyaspor,€3M,€17K
Rubén García,23,Spain,73,Real Sporting de Gijón,€5.5M,€20K
R. Donk,31,Netherlands,73,Galatasaray SK,€2.7M,€45K
W. Janssen,30,Netherlands,73,FC Utrecht,€3M,€12K
B. Bereszyński,24,Poland,73,Sampdoria,€4.2M,€26K
O. Nyland,26,Norway,73,FC Ingolstadt 04,€3.6M,€17K
U. Spajić,24,Serbia,73,RSC Anderlecht,€4.5M,€18K
Toché,34,Spain,73,Real Oviedo,€2.1M,€12K
D. Tiendalli,31,Netherlands,73,Oxford United,€2.6M,€11K
Edgar Ié,23,Portugal,73,LOSC Lille,€4.8M,€30K
A. Esswein,27,Germany,73,Hertha BSC Berlin,€4.2M,€27K
J. Brabec,24,Czech Republic,73,KRC Genk,€4.4M,€13K
M. Motta,31,Italy,73,UD Almería,€2.6M,€10K
J. van Overeem,23,Netherlands,73,AZ Alkmaar,€5M,€10K
Mata,28,Spain,73,Real Valladolid,€4.1M,€12K
I. Lewczuk,32,Poland,73,Girondins de Bordeaux,€2.3M,€34K
F. Kroos,26,Germany,73,1. FC Union Berlin,€4.2M,€28K
L. Pokorný,23,Czech Republic,73,Montpellier Hérault SC,€4.7M,€20K
Oriol Riera,30,Spain,73,Western Sydney Wanderers,€3.9M,€12K
Xeka,22,Portugal,73,Dijon FCO,€6M,€33K
M. Rosenberg,34,Sweden,73,Malmö FF,€2.1M,€8K
G. Caprari,23,Italy,73,Sampdoria,€5.5M,€31K
C. Ciano,27,Italy,73,Frosinone,€4.2M,€6K
Costinha,24,Portugal,73,Vitória Setúbal,€5.5M,€8K
T. Kuszczak,35,Poland,73,Birmingham City,€950K,€14K
G. Milanov,25,Bulgaria,73,CSKA Moscow,€4.9M,€38K
R. Gurtner,30,France,73,Amiens SC Football,€2.6M,€14K
W. Anton,20,Germany,73,Hannover 96,€5.5M,€25K
J. Guðmundsson,26,Iceland,73,Burnley,€4.7M,€48K
H. Mukhtar,22,Germany,73,Brøndby IF,€7M,€18K
Bustinza,25,Spain,73,CD Leganés,€4.3M,€20K
F. Berrier,33,France,73,KV Oostende,€2.4M,€17K
M. Amalfitano,32,France,73,Stade Rennais FC,€3.1M,€23K
T. Elyounoussi,29,Norway,73,,€0,€0.00
A. Gerndt,30,Sweden,73,FC Lugano,€3.9M,€11K
I. Saadi,25,France,73,RC Strasbourg,€5M,€24K
F. Klaus,24,Germany,73,Hannover 96,€5M,€32K
Jorge Molina,35,Spain,73,Getafe CF,€1.8M,€19K
O. Kaya,31,Belgium,73,SV Zulte-Waregem,€3.5M,€17K
K. Möhwald,23,Germany,73,1. FC Nürnberg,€5.5M,€12K
F. Ceravolo,30,Italy,73,Parma,€3.9M,€30K
J. Góralski,24,Poland,73,,€0,€0.00
R. Boffin,29,Belgium,73,Antalyaspor,€2.7M,€15K
A. Ulmer,31,Austria,73,FC Red Bull Salzburg,€2.6M,€28K
J. Pied,28,France,73,Southampton,€3.2M,€63K
L. De Bock,24,Belgium,73,Club Brugge KV,€4.2M,€18K
M. van der Hoorn,24,Netherlands,73,Swansea City,€4.4M,€45K
M. Lazzari,23,Italy,73,Ferrara (SPAL),€5.5M,€13K
G. Laborde,23,France,73,Girondins de Bordeaux,€5.5M,€36K
O. Veigneau,31,France,73,Kasimpaşa SK,€2.6M,€14K
S. Schrijvers,20,Belgium,73,KRC Genk,€6M,€13K
J. Plašil,35,Czech Republic,73,Girondins de Bordeaux,€1.7M,€28K
S. Lung Jr.,28,Romania,73,Kayserispor,€3.3M,€12K
N. Füllkrug,24,Germany,73,Hannover 96,€5.5M,€35K
S. Dewaest,26,Belgium,73,KRC Genk,€4.2M,€15K
T. Monconduit,26,France,73,Amiens SC Football,€4M,€18K
J. Kluivert,18,Netherlands,73,Ajax,€7M,€8K
Vítor Gomes,29,Portugal,73,CD Aves,€3.8M,€14K
David Simão,27,Portugal,73,Boavista FC,€4.5M,€10K
V. Le Goff,27,France,73,FC Lorient,€3.7M,€8K
T. Foket,22,Belgium,73,KAA Gent,€5.5M,€19K
A. Jędrzejczyk,29,Poland,73,Legia Warszawa,€3M,€11K
Varela,32,Portugal,73,Kayserispor,€3.1M,€17K
T. Reginiussen,31,Norway,73,Rosenborg BK,€2.7M,€8K
Ilori,24,Portugal,73,Reading,€4.5M,€27K
M. Suttner,30,Austria,73,Brighton & Hove Albion,€2.9M,€40K
K. Nordfeldt,28,Sweden,73,Swansea City,€3.3M,€45K
J. Okore,24,Denmark,73,Aalborg BK,€4.4M,€13K
T. Hořava,29,Czech Republic,73,,€0,€0.00
J. Hansen,32,Denmark,73,FC Midtjylland,€2.3M,€20K
K. Rekik,22,Netherlands,73,Hertha BSC Berlin,€4.7M,€21K
A. Petagna,22,Italy,73,Atalanta,€6M,€25K
Momo,34,Spain,73,UD Las Palmas,€2M,€20K
S. Mitrović,27,Serbia,73,KAA Gent,€3.9M,€19K
Crespo,30,Spain,73,PAOK Thessaloniki,€3M,€1K
Javi Castellano,29,Spain,73,UD Las Palmas,€3.1M,€19K
P. Olkowski,27,Poland,73,1. FC Köln,€3.7M,€29K
J. Sala,25,Italy,73,Sampdoria,€4.3M,€28K
H. Behrens,27,Germany,73,1. FC Nürnberg,€3.8M,€13K
A. Thomasson,23,France,73,FC Nantes,€5M,€20K
L. Mazzitelli,21,Italy,73,Sassuolo,€4.9M,€32K
M. Gazzola,32,Italy,73,Sassuolo,€2.2M,€42K
F. Guilbert,22,France,73,SM Caen,€5.5M,€18K
S. Aigner,29,Germany,73,Colorado Rapids,€3.9M,€10K
Bruno Saltor,36,Spain,73,Brighton & Hove Albion,€450K,€29K
F. Falco,25,Italy,73,Perugia,€5.5M,€44K
Marín,20,Spain,73,Villarreal CF,€6M,€20K
J. Brenet,23,Netherlands,73,PSV,€4.3M,€13K
M. Gobbi,36,Italy,73,Chievo Verona,€450K,€11K
C. Schindler,27,Germany,73,Huddersfield Town,€4M,€40K
F. Lucioni,29,Italy,73,Benevento Calcio,€3.1M,€26K
N. Johansson,37,Sweden,73,AIK Solna,€550K,€7K
Quique,27,Spain,73,CA Osasuna,€4.7M,€12K
S. Plavšić,21,Serbia,73,Sparta Praha,€5.5M,€1K
M. Krmenčík,24,Czech Republic,73,,€0,€0.00
M. Pucciarelli,26,Italy,73,Chievo Verona,€5M,€5K
J. Haberer,23,Germany,73,SC Freiburg,€5.5M,€23K
M. Shevchenko,24,Ukraine,73,Shakhtar Donetsk,€4M,€1K
Bueno,29,Spain,73,FC Porto,€3.9M,€14K
S. Padoin,33,Italy,73,Cagliari,€1.5M,€42K
M. Veljković,21,Serbia,73,SV Werder Bremen,€5.5M,€19K
V. Laurini,28,France,73,Fiorentina,€3.2M,€4K
Alex López,29,Spain,73,Real Sporting de Gijón,€3.8M,€13K
B. Bjarnason,29,Iceland,73,Aston Villa,€3.9M,€37K
M. Bizot,26,Netherlands,73,AZ Alkmaar,€3.5M,€9K
N. Roux,29,France,73,FC Metz,€4M,€18K
T. Letschert,24,Netherlands,73,Sassuolo,€4M,€36K
J. Jeanvier,24,France,73,Stade de Reims,€4.5M,€9K
C. Terzi,33,Italy,73,La Spezia,€1.6M,€5K
Alex Berenguer,21,Spain,73,Torino,€5M,€27K
P. Ankersen,26,Denmark,73,FC København,€4.1M,€19K
D. Pelkas,23,Greece,73,PAOK Thessaloniki,€5.5M,€1K
N. Skubic,28,Slovenia,73,Atiker Konyaspor,€3.2M,€18K
M. Antenucci,32,Italy,73,Ferrara (SPAL),€3.2M,€17K
M. Rzatkowski,27,Germany,73,FC Red Bull Salzburg,€4.1M,€31K
R. Durmisi,23,Denmark,73,Real Betis Balompié,€4.7M,€18K
Álvaro,26,Spain,73,RCD Espanyol,€5M,€28K
Carmona,29,Spain,73,Real Sporting de Gijón,€3.9M,€13K
D. Marcq,28,France,73,KAA Gent,€3.2M,€20K
Raúl Lizoain,26,Spain,73,UD Las Palmas,€3.3M,€15K
S. Gigot,23,France,73,KAA Gent,€4.7M,€17K
D. Brašanac,25,Serbia,73,CD Leganés,€5M,€22K
L. Blas,19,France,73,En Avant de Guingamp,€6.5M,€13K
M. Büchel,26,Liechtenstein,73,Hellas Verona,€4.9M,€5K
M. Biševac,33,Serbia,73,FC Metz,€1.6M,€14K
K. Sigþórsson,27,Iceland,73,FC Nantes,€4.3M,€25K
O. Hiljemark,25,Sweden,73,Panathinaikos FC,€5M,€1K
L. Marrone,27,Italy,73,Bari,€3.8M,€71K
V. Claesson,25,Sweden,73,FC Krasnodar,€5M,€36K
Granell,28,Spain,73,Girona CF,€4M,€24K
F. Helander,24,Sweden,73,Bologna,€4.5M,€36K
Adama,21,Spain,73,Middlesbrough,€7M,€15K
F. Forestieri,27,Italy,73,Sheffield Wednesday,€4.3M,€55K
T. Simons,40,Belgium,73,Club Brugge KV,€0,€14K
E. Johansson,28,Sweden,73,FC København,€3.6M,€20K
Hélder Lopes,28,Portugal,73,AEK Athens,€3.2M,€1K
L. Augustinsson,23,Sweden,73,SV Werder Bremen,€5.5M,€21K
J. Peters,30,Netherlands,73,Willem II,€3M,€11K
G. Sansone,30,Italy,73,Novara,€3.8M,€6K
M. Linnes,25,Norway,73,Galatasaray SK,€4.1M,€43K
S. Tibbling,22,Sweden,73,Brøndby IF,€5.5M,€18K
M. Albæk,27,Denmark,73,1. FC Kaiserslautern,€4.5M,€14K
W. Weghorst,24,Netherlands,73,AZ Alkmaar,€5M,€11K
Borja García,26,Spain,73,Girona CF,€4.9M,€23K
N. Penneteau,36,France,73,Sporting Charleroi,€550K,€8K
J. Clément,32,France,73,AS Nancy Lorraine,€2.3M,€8K
M. Bakalorz,27,Germany,73,Hannover 96,€3.8M,€33K
R. Holzhauser,24,Austria,73,FK Austria Wien,€4.4M,€18K
N. Stojiljković,24,Serbia,73,Kayserispor,€5.5M,€12K
M. Frantz,30,Germany,73,SC Freiburg,€3.7M,€24K
David Soria,24,Spain,73,Sevilla FC,€4.4M,€10K
A. Micai,23,Italy,73,Bari,€4M,€4K
A. Limbombe,22,Belgium,73,Club Brugge KV,€5.5M,€19K
J. Cabot,23,France,73,FC Lorient,€5.5M,€8K
V. Torosidis,32,Greece,73,Bologna,€2.2M,€42K
Rúben Ferreira,27,Portugal,73,Grupo Desportivo de Chaves,€3.7M,€9K
Z. Machach,21,France,73,Toulouse FC,€5.5M,€22K
A. Cornelius,24,Denmark,73,Atalanta,€5.5M,€25K
Sergi Samper,22,Spain,73,UD Las Palmas,€4.8M,€85K
R. Lod,24,Finland,73,Panathinaikos FC,€5M,€1K
Diogo Gonçalves,20,Portugal,73,SL Benfica,€7M,€10K
N. Barazite,27,Netherlands,73,Evkur Yeni Malatyaspor,€4.6M,€16K
J. Börner,26,Germany,73,DSC Arminia Bielefeld,€3.5M,€9K
Tomás Pina,29,Spain,73,Deportivo Alavés,€3.8M,€23K
Fran Mérida,27,Spain,73,CA Osasuna,€3.8M,€10K
L. Blanchard,29,Italy,73,Carpi,€3.1M,€5K
Tito,31,Spain,73,CD Leganés,€2.6M,€21K
Ivo Pinto,27,Portugal,73,Norwich City,€3.3M,€32K
Zaldúa,25,Spain,73,CD Leganés,€4.3M,€23K
R. van Eijden,29,Netherlands,73,AZ Alkmaar,€3.1M,€11K
Pedro Mendes,26,Portugal,73,Montpellier Hérault SC,€4.3M,€23K
A. Bjelland,28,Denmark,73,Brentford,€3.2M,€40K
L. Mareček,27,Czech Republic,73,Sparta Praha,€3.4M,€1K
M. Hansen,27,Denmark,73,SC Heerenveen,€3.4M,€17K
R. Rodelin,27,France,73,SM Caen,€4.2M,€25K
R. Ruiter,30,Netherlands,73,Sunderland,€2.6M,€9K
L. Hinterseer,26,Austria,73,VfL Bochum,€5M,€21K
Paulo Machado,31,Portugal,73,CD Aves,€3.4M,€13K
M. van der Werff,28,Netherlands,73,Vitesse,€3.6M,€12K
G. Margreitter,28,Austria,73,1. FC Nürnberg,€3.2M,€13K
A. Rosina,33,Italy,73,Salernitana,€2.4M,€7K
U. Đurđević,23,Serbia,73,Olympiakos CFP,€5.5M,€1K
Edinho,34,Portugal,73,Vitória Setúbal,€2.1M,€10K
G. Vives,36,Italy,73,Vercelli,€550K,€3K
A. Kačaniklić,25,Sweden,73,FC Nantes,€4.8M,€22K
Guaita,30,Spain,73,Getafe CF,€2.6M,€17K
K. Vacek,30,Czech Republic,73,Śląsk Wrocław,€3.7M,€9K
Nuno André Coelho,31,Portugal,73,Grupo Desportivo de Chaves,€2.7M,€9K
L. Immers,31,Netherlands,73,ADO Den Haag,€3.4M,€13K
B. Sigurðarson,25,Iceland,73,Molde FK,€5M,€9K
Cafú,24,Portugal,73,FC Metz,€4.5M,€12K
F. Melchiorri,30,Italy,73,Cagliari,€3.9M,€50K
S. Šćepović,27,Serbia,72,Real Sporting de Gijón,€3.6M,€17K
F. Midtsjø,23,Norway,72,AZ Alkmaar,€4.3M,€7K
Vesga,24,Spain,72,Athletic Club de Bilbao,€3.5M,€13K
Ivi,23,Spain,72,Levante UD,€4.4M,€14K
L. Memushaj,30,Albania,72,Benevento Calcio,€2.9M,€4K
Rober Ibáñez,24,Spain,72,Valencia CF,€4.3M,€17K
J. Pohjanpalo,22,Finland,72,Bayer 04 Leverkusen,€4.3M,€30K
D. Odoi,29,Belgium,72,Fulham,€2.4M,€29K
A. Ajdarević,27,Sweden,72,AEK Athens,€3.2M,€1K
B. Corgnet,30,France,72,RC Strasbourg,€2.9M,€17K
A. Blin,20,France,72,Toulouse FC,€4.7M,€14K
Erik Morán,26,Spain,72,CD Leganés,€3.3M,€15K
K. Stuhr-Ellegaard,34,Denmark,72,IF Elfsborg,€1.3M,€4K
H. Aleesami,25,Norway,72,Palermo,€3.1M,€3K
Tobias Figueiredo,23,Portugal,72,Sporting CP,€3.6M,€9K
P. Brlek,23,Croatia,72,Genoa,€4.8M,€18K
A. Floro Flores,34,Italy,72,Bari,€1.6M,€14K
Manu Del Moral,33,Spain,72,CD Numancia,€2M,€8K
S. Gashi,28,Albania,72,Colorado Rapids,€3.1M,€7K
A. Cordaz,34,Italy,72,Crotone,€1.3M,€7K
Toño,37,Spain,72,Rayo Vallecano,€210K,€4K
J. Cavalli,35,France,72,AC Ajaccio,€1.4M,€4K
D. Lafata,35,Czech Republic,72,Sparta Praha,€1.4M,€1K
L. Vilsvik,28,Norway,72,Strømsgodset IF,€2.5M,€4K
E. Mulder,28,Netherlands,72,Swansea City,€2.5M,€32K
Unai Garcia,24,Spain,72,CA Osasuna,€3.5M,€6K
T. Matavž,28,Slovenia,72,Vitesse,€3.2M,€10K
M. Liendl,31,Austria,72,FC Twente,€2.7M,€8K
T. Kádár,27,Hungary,72,,€0,€0.00
T. Hoogland,32,Germany,72,VfL Bochum,€1.8M,€13K
D. Kolovetsios,25,Greece,72,Panathinaikos FC,€3.3M,€1K
Borja Mayoral,20,Spain,72,Real Madrid CF,€5.5M,€68K
A. Gaţcan,33,Moldova,72,FC Rostov,€1.8M,€23K
R. Gikiewicz,29,Poland,72,SC Freiburg,€2.1M,€14K
André Sousa,26,Portugal,72,CF Os Belenenses,€3.3M,€6K
Daniel Ayala,26,Spain,72,Middlesbrough,€2.7M,€12K
Aridane,28,Spain,72,CA Osasuna,€2.9M,€8K
B. Pavard,21,France,72,VfB Stuttgart,€3.9M,€12K
Marco Paixão,32,Portugal,72,Lechia Gdańsk,€2.5M,€8K
E. Goldaniga,23,Italy,72,Sassuolo,€3.7M,€26K
T. Castagne,21,Belgium,72,Atalanta,€3.7M,€13K
K. Vassiljev,32,Estonia,72,Piast Gliwice,€2.4M,€7K
André Claro,26,Portugal,72,Estoril Praia,€3.8M,€8K
N. Mihajlović,21,Serbia,72,SC Heerenveen,€4.4M,€7K
M. Kramer,28,Netherlands,72,Feyenoord,€3.2M,€13K
Pedro López,33,Spain,72,Levante UD,€1.2M,€15K
L. Rose,25,France,72,FC Lorient,€3.4M,€6K
P. Helland,27,Norway,72,Rosenborg BK,€3.3M,€7K
J. Šural,27,Czech Republic,72,Sparta Praha,€3.3M,€1K
Carlos David,31,Spain,72,SD Huesca,€2.1M,€6K
K. Hämäläinen,30,Finland,72,Legia Warszawa,€2.9M,€8K
G. Pegolo,36,Italy,72,Sassuolo,€425K,€16K
Aarón Ñíguez,28,Spain,72,Real Oviedo,€3.1M,€8K
H. Westermann,33,Germany,72,FK Austria Wien,€1.3M,€15K
R. Thelander,25,Denmark,72,FC Zürich,€2.8M,€10K
Embarba,25,Spain,72,Rayo Vallecano,€3.9M,€8K
E. Lamanna,27,Italy,72,Genoa,€2.5M,€16K
K. Kusk,25,Denmark,72,FC København,€3.7M,€15K
Nuno Santos,22,Portugal,72,Rio Ave FC,€4.4M,€7K
A. Farnerud,33,Sweden,72,BK Häcken,€1.8M,€4K
M. Boland,30,Germany,72,Eintracht Braunschweig,€2.9M,€17K
N. Benezet,26,France,72,En Avant de Guingamp,€3.7M,€17K
J. Bahebeck,24,France,72,FC Utrecht,€4M,€42K
J. Hegeler,29,Germany,72,Bristol City,€2.4M,€29K
Rubén,33,Spain,72,RC Deportivo de La Coruña,€1.6M,€12K
R. Palladino,33,Italy,72,Genoa,€1.9M,€23K
Y. El Ghanassy,26,Belgium,72,FC Nantes,€3.3M,€17K
Portillo,27,Spain,72,Getafe CF,€3.6M,€16K
Joan Jordán,22,Spain,72,SD Eibar,€4.1M,€12K
T. Phibel,31,France,72,FC Anzhi Makhachkala,€2.1M,€15K
Álex Remiro,22,Spain,72,SD Huesca,€3.8M,€10K
M. Capuano,25,Italy,72,Cagliari,€3.4M,€28K
P. Tschauner,31,Germany,72,Hannover 96,€1.9M,€19K
M. Saunier,27,France,72,Granada CF,€2.9M,€7K
Pires,36,Portugal,72,Portimonense SC,€1.1M,€6K
R. De Laet,28,Belgium,72,Aston Villa,€2.5M,€24K
Balliu,25,Spain,72,FC Metz,€3.4M,€10K
J. Zimmer,23,Germany,72,Fortuna Düsseldorf,€3.4M,€14K
Afonso Figueiredo,24,Portugal,72,Stade Rennais FC,€3.4M,€13K
Ivo Rodrigues,22,Portugal,72,Royal Antwerp FC,€4.3M,€8K
Maikel Mesa,26,Spain,72,Gimnàstic de Tarragona,€3.7M,€8K
G. Kačar,30,Serbia,72,FC Augsburg,€2.3M,€16K
L. Dimata,19,Belgium,72,VfL Wolfsburg,€5.5M,€24K
T. Bruns,25,Netherlands,72,Vitesse,€3.8M,€9K
Ricardo Valente,26,Portugal,72,CS Marítimo,€3.7M,€8K
B. Nuytinck,27,Netherlands,72,Udinese,€2.9M,€17K
C. Gytkjær,27,Denmark,72,Lech Poznań,€3.6M,€9K
Róber,22,Spain,72,Levante UD,€4.2M,€13K
V. Găman,28,Romania,72,Kardemir Karabükspor,€2.5M,€11K
N. Maksimović,22,Serbia,72,Valencia CF,€4.9M,€17K
D. Cacia,33,Italy,72,Cesena,€2M,€4K
R. Žulj,25,Austria,72,TSG 1899 Hoffenheim,€4M,€24K
João Afonso,27,Portugal,72,Córdoba CF,€2.9M,€7K
Javi Guerra,35,Spain,72,Rayo Vallecano,€1.4M,€7K
Rubén Duarte,21,Spain,72,Deportivo Alavés,€3.6M,€12K
P. Karlsson,31,Sweden,72,AIK Solna,€2.1M,€7K
P. Arajuuri,29,Finland,72,Brøndby IF,€2.4M,€14K
Álex Fernández,24,Spain,72,Cádiz C.F.,€3.5M,€5K
Y. Bodiger,22,France,72,Toulouse FC,€3.7M,€16K
Gonçalo,30,Portugal,72,CD Aves,€2.3M,€9K
Dídac Vilà,28,Spain,72,RCD Espanyol,€2.5M,€18K
T. Xhaka,26,Albania,72,FC Basel,€3.1M,€23K
M. Gajos,26,Poland,72,Lech Poznań,€3.8M,€8K
Markel Bergara,31,Spain,72,Getafe CF,€2.7M,€19K
P. Kone,29,Greece,72,AEK Athens,€3M,€1K
Domingos Duarte,22,Portugal,72,Grupo Desportivo de Chaves,€3.9M,€9K
M. Robak,34,Poland,72,Śląsk Wrocław,€1.6M,€7K
D. Pavelka,26,Czech Republic,72,Kasimpaşa SK,€3.2M,€10K
P. Gouano,23,France,72,Amiens SC Football,€4.2M,€11K
B. Safari,32,Sweden,72,Malmö FF,€1.7M,€5K
L. Spalvis,22,Lithuania,72,1. FC Kaiserslautern,€4.9M,€11K
G. Čaušić,25,Serbia,72,Arsenal Tula,€4.1M,€19K
A. Collin,31,France,72,New York Red Bulls,€2.1M,€6K
S. Griesbeck,26,Germany,72,1. FC Heidenheim,€3M,€13K
A. Cragno,23,Italy,72,Cagliari,€3.8M,€20K
J. Gillet,38,Belgium,72,Standard de Liège,€210K,€6K
A. Grünwald,28,Austria,72,FK Austria Wien,€3.1M,€17K
F. de Jong,20,Netherlands,72,Ajax,€5M,€7K
B. Hrgota,24,Sweden,72,Eintracht Frankfurt,€4.3M,€18K
F. Ricci,23,Italy,72,Genoa,€4.6M,€31K
Castro,22,Spain,72,Real Sporting de Gijón,€4.3M,€8K
Nuno Henrique,30,Portugal,72,Boavista FC,€2.3M,€6K
J. Mattheij,24,Netherlands,72,Excelsior,€3.3M,€7K
Carlos Hernández,26,Spain,72,Real Oviedo,€3.2M,€7K
R. Métanire,27,France,72,Stade de Reims,€2.9M,€7K
F. Barba,23,Italy,72,Real Sporting de Gijón,€3.7M,€7K
B. Megyeri,27,Hungary,72,SpVgg Greuther Fürth,€2.5M,€7K
E. Jakupović,32,Switzerland,72,Leicester City,€1.8M,€30K
D. Kaiser,28,Germany,72,RB Leipzig,€3.1M,€38K
Zé Manuel,26,Portugal,72,Wisła Kraków,€3.4M,€10K
M. Fenger,26,Denmark,72,Hammarby IF,€3.1M,€4K
Vitolo,33,Spain,72,CD Tenerife,€1.3M,€6K
M. Bruno,23,Belgium,72,RSC Anderlecht,€4.1M,€32K
Filipe Ferreira,26,Portugal,72,FC Paços de Ferreira,€3M,€8K
Y. Kermorgant,35,France,72,Reading,€1.4M,€20K
R. Majewski,30,Poland,72,Lech Poznań,€2.9M,€8K
Lillo,28,Spain,72,CA Osasuna,€2.5M,€8K
A. Rebić,23,Croatia,72,Eintracht Frankfurt,€4.2M,€32K
K. Németh,28,Hungary,72,New England Revolution,€3.2M,€7K
R. Lamah,29,Belgium,72,FC Dallas,€3M,€7K
Y. Andreu,28,France,72,Angers SCO,€2.5M,€16K
M. Akanji,21,Switzerland,72,FC Basel,€4.7M,€17K
