Bustos,34,Spain,66,Lorca Deportiva CF,€200K,€3K
Bóveda,28,Spain,76,Athletic Club de Bilbao,€6M,€26K
C. Aasbak,23,Norway,62,Kristiansund BK,€350K,€1K
C. Adjapong,19,Italy,69,Sassuolo,€1.3M,€13K
C. Agnelli,31,Italy,64,Foggia,€375K,€2K
C. Antwi-Adjej,23,Germany,60,SC Paderborn 07,€280K,€1K
C. Avevor,25,Germany,64,FC St. Pauli,€450K,€5K
C. Avinel,30,France,67,AC Ajaccio,€575K,€4K
C. Beauvue,29,France,74,CD Leganés,€5.5M,€25K
C. Beck,29,Germany,69,1. FC Magdeburg,€1.1M,€1K
C. Benschop,27,Netherlands,70,Hannover 96,€1.9M,€28K
C. Benteke,26,Belgium,81,Crystal Palace,€22M,€75K
C. Bickel,26,Germany,67,VfL Osnabrück,€900K,€1K
C. Bieber,27,Germany,64,Rot-Weiß Erfurt,€475K,€1K
C. Biraghi,24,Italy,72,Fiorentina,€3.5M,€3K
C. Borchgrevink,18,Norway,55,Vålerenga Fotball,€140K,€1K
C. Boukholda,21,France,61,LOSC Lille,€400K,€6K
C. Bovo,34,Italy,74,Pescara,€1.7M,€5K
C. Brunner,23,Switzerland,61,FC Zürich,€300K,€2K
C. Buchtmann,25,Germany,73,FC St. Pauli,€4.9M,€18K
C. Buonaiuto,24,Italy,62,Perugia,€400K,€1K
C. Cambon,30,France,71,US Orléans Loiret Football,€1.8M,€5K
C. Capone,18,Italy,64,Pescara,€925K,€1K
C. Carletti,20,Italy,56,Carpi,€140K,€1K
C. Carp,23,Moldova,64,FC Ufa,€550K,€6K
C. Carrasso,35,France,81,Galatasaray SK,€4.2M,€34K
C. Chantôme,29,France,74,RC Lens,€5.5M,€24K
C. Charisis,22,Greece,69,Sint-Truidense VV,€1.2M,€6K
C. Charrier,31,France,69,Amiens SC Football,€925K,€12K
C. Chiricò,25,Italy,68,Foggia,€1.1M,€3K
C. Ciano,27,Italy,73,Frosinone,€4.2M,€6K
C. Clemens,25,Germany,75,1. FC Köln,€8M,€31K
C. Coosemans,24,Belgium,71,KV Mechelen,€2.2M,€7K
C. D'Urso,19,Italy,63,Ascoli,€650K,€6K
C. David,24,Netherlands,63,FC Utrecht,€500K,€2K
C. De Norre,20,Belgium,60,Sint-Truidense VV,€290K,€1K
C. Deac,31,Romania,68,,€0,
C. Deac,31,Romania,68,,€0,€0.00
C. Del Grosso,34,Italy,67,F.B.C. Unione Venezia,€220K,€4K
C. Dell'Orco,23,Italy,68,Sassuolo,€1M,€21K
C. Deprès,22,France,59,Nîmes Olympique,€220K,€1K
C. Dessers,22,Belgium,70,FC Utrecht,€2.5M,€9K
C. Dibon,26,Austria,70,SK Rapid Wien,€1.8M,€15K
C. Dielna,29,France,68,New England Revolution,€700K,€5K
C. Djim,22,Belgium,62,Roda JC Kerkrade,€425K,€2K
C. Dobnik,30,Austria,63,Wolfsberger AC,€240K,€2K
C. Donis,22,Greece,65,Panathinaikos FC,€850K,€1K
C. Eiting,19,Netherlands,66,Ajax,€950K,€2K
C. Ekuban,23,Italy,64,Leeds United,€700K,€9K
C. Enemark,18,Denmark,50,Brøndby IF,€50K,€1K
C. Eriksen,25,Denmark,87,Tottenham Hotspur,€65M,€165K
C. Fandrich,26,Germany,66,FC Erzgebirge Aue,€800K,€3K
C. Fassnacht,23,Switzerland,63,BSC Young Boys,€550K,€4K
C. Fiore,22,Belgium,70,Standard de Liège,€2M,€9K
C. Früchtl,17,Germany,65,FC Bayern Munich,€975K,€6K
C. Fuchs,31,Austria,76,Leicester City,€5M,€62K
C. Galano,26,Italy,71,Bari,€2.8M,€5K
C. Ganea,25,Romania,66,,€0,
C. Ganea,25,Romania,66,,€0,€0.00
C. Gebauer,23,Austria,62,SCR Altach,€400K,€3K
C. Gentner,31,Germany,78,VfB Stuttgart,€9M,€29K
C. Gnerlich,18,Germany,49,SV Meppen,€50K,€1K
C. Gratzei,35,Austria,65,SK Sturm Graz,€130K,€3K
C. Gravius,19,Sweden,63,Jönköpings Södra IF,€550K,€1K
C. Greger,20,Germany,55,SpVgg Unterhaching,€130K,€1K
C. Grenier,26,France,75,Olympique Lyonnais,€8M,€52K
C. Grindheim,33,Norway,68,Vålerenga Fotball,€525K,€4K
C. Groß,28,Germany,67,VfL Osnabrück,€700K,€1K
C. Gustafsson,30,Sweden,65,IK Sirius,€500K,€1K
C. Gytkjær,27,Denmark,72,Lech Poznań,€3.6M,€9K
C. Göbel,28,Germany,64,FSV Zwickau,€450K,€1K
C. Günter,24,Germany,72,SC Freiburg,€3.3M,€14K
C. Haas,24,Austria,55,SK Rapid Wien,€80K,€2K
C. Handke,28,Germany,65,1. FC Magdeburg,€450K,€1K
C. Heimeroth,35,Germany,68,Borussia Mönchengladbach,€210K,€9K
C. Hemlein,26,Germany,69,DSC Arminia Bielefeld,€1.1M,€6K
C. Holse,18,Denmark,50,FC København,€60K,€2K
C. Hountondji,23,France,69,GFC Ajaccio,€1.2M,€4K
C. Hérelle,24,France,69,ES Troyes AC,€1.2M,€11K
C. Højer,22,Denmark,60,Lyngby BK,€290K,€1K
C. Immobile,27,Italy,82,Lazio,€26M,€70K
C. Itten,19,Switzerland,62,FC Basel,€650K,€4K
C. Jacob,20,France,60,Stade Brestois 29,€425K,€1K
C. Jakobsen,24,Denmark,63,SønderjyskE,€500K,€3K
C. Jallet,33,France,77,OGC Nice,€3.4M,€33K
C. Janker,32,Germany,71,FC Augsburg,€1.4M,€16K
C. Jean,21,France,74,Toulouse FC,€10M,€22K
C. Johansson,19,Sweden,57,Kalmar FF,€180K,€1K
C. Jullien,24,France,76,Toulouse FC,€8.5M,€26K
C. Kabasele,26,Belgium,75,Watford,€6.5M,€44K
C. Kablan,22,Switzerland,54,FC Thun,€80K,€2K
C. Kader,20,Germany,59,VfR Aalen,€260K,€1K
C. Kammlott,27,Germany,65,Rot-Weiß Erfurt,€575K,€1K
C. Kerbrat,30,France,75,En Avant de Guingamp,€4.9M,€21K
C. Kipré,20,France,54,Motherwell,€100K,€1K
C. Klem,26,Austria,66,Wolfsberger AC,€650K,€4K
C. Knasmüllner,25,Austria,66,FC Admira Wacker Mödling,€850K,€3K
C. Kramer,26,Germany,79,Borussia Mönchengladbach,€13M,€42K
C. Kronberg,30,Denmark,67,Viking FK,€550K,€4K
C. Kum,31,Germany,69,Roda JC Kerkrade,€700K,€6K
C. Källqvist,33,Sweden,65,BK Häcken,€270K,€1K
C. Køhler,21,Denmark,61,FC Helsingør,€450K,€2K
C. Landu Landu,25,Norway,65,Tromsø IL,€600K,€2K
C. Laprevotte,24,France,64,1. FC Magdeburg,€500K,€1K
C. Ledesma,34,Italy,71,FC Lugano,€725K,€6K
C. Leemans,21,Netherlands,69,VVV-Venlo,€1.5M,€6K
C. Leitgeb,32,Austria,70,FC Red Bull Salzburg,€1.3M,€22K
C. Lenglet,22,France,79,Sevilla FC,€14.5M,€19K
C. Lenz,22,Germany,65,Holstein Kiel,€650K,€7K
C. Lepoint,32,Belgium,71,KV Kortrijk,€1.8M,€11K
C. Libertiaux,19,Belgium,56,Royal Excel Mouscron,€120K,€1K
C. Lombardi,21,Italy,69,Benevento Calcio,€1.8M,€22K
C. Louvion,29,France,67,Tours FC,€600K,€5K
C. Lustenberger,30,Switzerland,63,FC Luzern,€270K,€2K
C. Lykogiannis,23,Greece,66,SK Sturm Graz,€750K,€5K
C. Löwe,28,Germany,73,Huddersfield Town,€3.2M,€42K
C. Mafoumbi,23,France,57,Blackpool,€100K,€1K
C. Maggio,35,Italy,75,Napoli,€1.4M,€34K
C. Mammarella,35,Italy,69,Vercelli,€450K,€2K
C. Mandanne,32,France,71,La Berrichonne de Châteauroux,€1.9M,€6K
C. Mandouki,25,France,63,Paris FC,€450K,€2K
C. Manicone,19,Italy,58,FC Lugano,€280K,€1K
C. Marchisio,31,Italy,85,Juventus,€33M,€160K
C. Martins Pereira,20,Luxembourg,65,Olympique Lyonnais,€850K,€10K
C. Martschinko,23,Austria,68,FK Austria Wien,€1M,€11K
C. Matei,25,Romania,68,Gençlerbirliği SK,€1.1M,€11K
C. Mathenia,25,Germany,75,Hamburger SV,€6M,€22K
C. Mauersberger,22,Germany,62,FSV Zwickau,€425K,€1K
C. Menz,28,Germany,65,Rot-Weiß Erfurt,€450K,€1K
C. Merville,35,France,65,Valenciennes FC,€130K,€1K
C. Michelin,20,France,71,Toulouse FC,€3.7M,€14K
C. Molinaro,33,Italy,73,Torino,€1.5M,€36K
C. Monschein,24,Austria,66,FK Austria Wien,€850K,€6K
C. Moritz,27,Germany,73,1. FC Kaiserslautern,€4.1M,€14K
C. Morra,22,Italy,64,Vercelli,€675K,€1K
C. Moţi,32,Romania,69,,€0,
C. Moţi,32,Romania,69,,€0,€0.00
C. Musonda,20,Belgium,76,Chelsea,€12M,€80K
C. Månsson,36,Sweden,59,Kristiansund BK,€20K,€1K
C. N'Toko,29,Belgium,65,NAC Breda,€425K,€3K
C. Ngu'Ewodo,21,Germany,62,Hansa Rostock,€450K,€1K
C. Nielsen,23,Denmark,61,Odense Boldklub,€375K,€3K
C. Nkunku,19,France,71,Paris Saint-Germain,€3.9M,€25K
C. Nyman,24,Sweden,72,Eintracht Braunschweig,€4.1M,€17K
C. Nöthe,29,Germany,66,DSC Arminia Bielefeld,€625K,€3K
C. Nørgaard,23,Denmark,69,Brøndby IF,€1.3M,€10K
C. Olesen,21,Denmark,55,SønderjyskE,€170K,€2K
C. Pantilimon,30,Romania,76,RC Deportivo de La Coruña,€4.9M,€43K
C. Pasquato,27,Italy,71,Legia Warszawa,€2.5M,€8K
C. Pelagatti,28,Italy,61,Cittadella,€200K,€1K
C. Philipps,23,Luxembourg,66,FC Metz,€775K,€4K
C. Piccini,24,Italy,76,Sporting CP,€9M,€15K
C. Pickel,20,Switzerland,64,Grasshopper Club Zürich,€900K,€4K
C. Pinsoglio,27,Italy,69,Juventus,€700K,€34K
C. Psyché,28,France,64,Sogndal,€400K,€2K
C. Puggioni,36,Italy,71,Sampdoria,€325K,€11K
C. Quaner,26,Germany,68,Huddersfield Town,€1.1M,€28K
C. Quenum,24,France,59,Valenciennes FC,€180K,€1K
C. Quiring,26,Germany,66,Hansa Rostock,€750K,€1K
C. Rabitsch,21,Austria,58,Wolfsberger AC,€190K,€2K
C. Ramsebner,28,Austria,65,LASK Linz,€500K,€5K
C. Remmer,24,Denmark,68,Molde FK,€1M,€4K
C. Reppesgård,24,Norway,62,Sandefjord Fotball,€325K,€1K
C. Riegler,25,Austria,58,SKN St. Pölten,€120K,€2K
C. Rivieyran,26,France,68,Chamois Niortais FC,€850K,€4K
C. Rizzuto,25,Germany,68,FC Erzgebirge Aue,€950K,€5K
C. Routis,27,France,62,Ross County FC,€350K,€2K
C. Rubio Sivodedov,19,Sweden,59,Strømsgodset IF,€325K,€1K
C. Râpă,27,Romania,71,Pogoń Szczecin,€2.2M,€5K
C. Röcker,23,Germany,62,SC Fortuna Köln,€350K,€1K
C. Santini,25,Italy,64,Ascoli,€600K,€1K
C. Schindler,27,Germany,73,Huddersfield Town,€4M,€40K
C. Schneuwly,29,Switzerland,69,FC Luzern,€1M,€8K
C. Schoissengeyr,22,Austria,64,SK Sturm Graz,€550K,€5K
C. Schoppenhauer,25,Germany,68,FC St. Pauli,€950K,€10K
C. Schulz,34,Germany,71,SK Sturm Graz,€725K,€14K
C. Schwegler,33,Switzerland,70,FC Luzern,€675K,€8K
C. Schösswendter,28,Austria,68,1. FC Union Berlin,€725K,€18K
C. Setola,18,Italy,63,Cesena,€675K,€1K
C. Sloth,25,Denmark,65,Silkeborg IF,€675K,€4K
C. Soukou,24,Germany,67,FC Erzgebirge Aue,€1M,€5K
C. Stanković,24,Austria,66,FC Red Bull Salzburg,€625K,€5K
C. Stark,19,Germany,58,Hamburger SV,€240K,€3K
C. Stefańczyk,33,Poland,61,Wisła Płock,€100K,€1K
C. Stengs,18,Netherlands,68,AZ Alkmaar,€1.8M,€5K
C. Strandberg,21,Sweden,70,Malmö FF,€2.6M,€5K
C. Strohdiek,29,Germany,64,SC Paderborn 07,€350K,€1K
C. Suljic,20,France,62,Crotone,€475K,€2K
C. Săpunaru,33,Romania,68,Kayserispor,€350K,€8K
C. Tainmont,31,France,71,Sporting Charleroi,€2.1M,€11K
C. Tasoulis,26,Greece,67,RC Lens,€725K,€6K
C. Telo,27,Sweden,68,Molde FK,€825K,€5K
C. Terzi,33,Italy,73,La Spezia,€1.6M,€5K
C. Teuchert,20,Germany,67,1. FC Nürnberg,€1.7M,€7K
C. Theisen,24,Germany,60,SC Fortuna Köln,€270K,€1K
C. Théréau,34,France,77,Fiorentina,€4.5M,€67K
C. Tiffert,35,Germany,69,FC Erzgebirge Aue,€450K,€4K
C. Tolisso,22,France,82,FC Bayern Munich,€30.5M,€98K
C. Traoré,22,France,63,La Berrichonne de Châteauroux,€475K,€4K
C. Trimmel,30,Austria,71,1. FC Union Berlin,€1.7M,€20K
C. Träsch,29,Germany,75,FC Ingolstadt 04,€5M,€22K
C. Tănase,30,Romania,67,Kardemir Karabükspor,€725K,€9K
C. Tătăruşanu,31,Romania,78,FC Nantes,€6.5M,€20K
C. Varrault,37,France,70,Dijon FCO,€240K,€9K
C. Wernitznig,27,Austria,65,Wolfsberger AC,€575K,€4K
C. Wilk,31,Poland,67,Real Zaragoza,€525K,€7K
C. Yıldız,22,Germany,57,İstanbul Başakşehir FK,€140K,€3K
C. Zesiger,19,Switzerland,52,Grasshopper Club Zürich,€100K,€1K
C. Zimmermann,24,Germany,69,Norwich City,€1.2M,€16K
C. van Berkel,25,Netherlands,62,Sandefjord Fotball,€350K,€1K
Cafú,24,Portugal,73,FC Metz,€4.5M,€12K
Calderón,22,Spain,63,Getafe CF,€500K,€4K
Calero,21,Spain,66,Real Valladolid,€875K,€2K
Calzado,33,Spain,60,C.D. Leonesa S.A.D.,€100K,€1K
Camacho,27,Spain,81,VfL Wolfsburg,€18M,€66K
Camacho,36,Spain,69,SD Huesca,€350K,€4K
Camarasa,23,Spain,76,Real Betis Balompié,€11.5M,€23K
Campabadal,24,Spain,68,CD Lugo,€1M,€5K
Campaña,24,Spain,77,Levante UD,€10M,€21K
Campillo,26,Spain,71,CD Lugo,€2.9M,€7K
Campins,22,Spain,67,CF Reus Deportiu,€950K,€4K
Campos,22,Spain,61,CD Numancia,€290K,€1K
Canales,26,Spain,79,Real Sociedad,€15.5M,€37K
Candeias,29,Portugal,74,Rangers,€5.5M,€50K
Canella,29,Spain,70,Real Sporting de Gijón,€1.3M,€8K
Cantero,22,Spain,63,Villarreal CF,€425K,€3K
Capa,25,Spain,78,SD Eibar,€11.5M,€21K
Capa,25,Spain,78,SD Eibar,€11.5M,€21K
Capa,25,Spain,78,SD Eibar,€11.5M,€21K
Capa,25,Spain,78,SD Eibar,€11.5M,€21K
Carbonell,19,Spain,65,CF Reus Deportiu,€900K,€1K
Carles Gil,24,Spain,78,RC Deportivo de La Coruña,€14M,€23K
Carles Gil,24,Spain,78,RC Deportivo de La Coruña,€14M,€23K
Carles Gil,24,Spain,78,RC Deportivo de La Coruña,€14M,€23K
Carles Gil,24,Spain,78,RC Deportivo de La Coruña,€14M,€23K
Carles Planas,26,Spain,74,Girona CF,€5.5M,€21K
Carles Pérez,19,Spain,65,FC Barcelona B,€1M,€2K
Carlitos,34,Portugal,71,FC Sion,€1.2M,€16K
Carlos,25,Spain,66,CD Numancia,€700K,€3K
Carlos Abad,22,Spain,68,CD Tenerife,€1.3M,€4K
Carlos Alves,19,Portugal,60,Rio Ave FC,€230K,€1K
Carlos Blanco,21,Spain,67,Gimnàstic de Tarragona,€1.1M,€5K
Carlos Caballero,32,Spain,68,Córdoba CF,€525K,€7K
Carlos Daniel,22,Portugal,61,CS Marítimo,€375K,€2K
Carlos David,31,Spain,72,SD Huesca,€2.1M,€6K
Carlos Delgado,27,Spain,67,Albacete Balompié,€750K,€5K
Carlos Fernández,21,Spain,67,Sevilla Atlético,€1.3M,€4K
Carlos Gracia,24,Spain,58,GIF Sundsvall,€150K,€1K
Carlos Henriques,23,Portugal,65,Portimonense SC,€525K,€2K
Carlos Hernández,26,Spain,72,Real Oviedo,€3.2M,€7K
Carlos López,27,Spain,70,Wisła Kraków,€2.1M,€7K
Carlos Mané,23,Portugal,76,VfB Stuttgart,€10.5M,€16K
Carlos Martínez,28,Spain,66,Lorca Deportiva CF,€650K,€3K
Carlos Martínez,31,Spain,76,Real Sociedad,€5M,€28K
Carlos Ruiz,33,Spain,70,CD Tenerife,€725K,€6K
Carlos Soler,20,Spain,76,Valencia CF,€12M,€26K
Carmona,29,Spain,73,Real Sporting de Gijón,€3.9M,€13K
Caro,23,Spain,69,Sevilla Atlético,€1.1M,€3K
Caro,24,Spain,68,Córdoba CF,€1M,€6K
Carpio,33,Spain,71,Cádiz C.F.,€900K,€6K
Carraça,24,Portugal,70,Boavista FC,€2M,€5K
Carrillo,23,Spain,67,Cádiz C.F.,€1.2M,€5K
Carvajal,25,Spain,84,Real Madrid CF,€32M,€195K
Casillas,36,Spain,83,FC Porto,€3.5M,€10K
Casitas,21,Spain,60,UD Almería,€240K,€1K
Casto,35,Spain,68,AD Alcorcón,€210K,€4K
Castro,22,Spain,72,Real Sporting de Gijón,€4.3M,€8K
Castro,29,Portugal,73,Göztepe,€3.9M,€19K
Cejudo,33,Spain,76,Western Sydney Wanderers,€4.7M,€13K
Cesc Fàbregas,30,Spain,86,Chelsea,€41M,€210K
Chema Rodríguez,25,Spain,74,Levante UD,€6.5M,€20K
Christian Fernández,31,Spain,69,Real Oviedo,€700K,€6K
Christian Rivera,19,Spain,71,SD Eibar,€4.6M,€7K
Chuli,26,Spain,70,Getafe CF,€2.2M,€17K
Chumbi,28,Spain,67,Lorca Deportiva CF,€800K,€6K
Chus Herrero,33,Spain,67,Albacete Balompié,€300K,€5K
Cifuentes,26,Spain,73,Málaga CF,€4.1M,€21K
Cifuentes,38,Spain,70,Cádiz C.F.,€120K,€3K
Claude Gonçalves,23,Portugal,67,Tondela,€925K,€3K
Claudio,23,Spain,64,Real Sporting de Gijón,€650K,€3K
Clavería,21,Spain,66,Málaga CF,€825K,€5K
Clerc,25,Spain,73,CA Osasuna,€4.1M,€10K
Cláudio Ramos,25,Portugal,71,Tondela,€2.3M,€4K
Coke,30,Spain,80,FC Schalke 04,€10.5M,€44K
Colinas,29,Spain,61,C.D. Leonesa S.A.D.,€250K,€2K
Concha,20,Spain,70,FC Barcelona B,€3.2M,€15K
Costinha,24,Portugal,73,Vitória Setúbal,€5.5M,€8K
Cotán,21,Spain,72,Real Valladolid,€4.2M,€5K
Crespo,30,Spain,73,PAOK Thessaloniki,€3M,€1K
Cris,33,Portugal,69,CD Feirense,€625K,€7K
Cristian,22,Spain,62,SD Eibar,€475K,€3K
Cristian Ceballos,24,Spain,66,Sint-Truidense VV,€850K,€3K
Cristian Herrera,26,Spain,70,CD Lugo,€2.2M,€8K
Cristian López,28,Spain,71,RC Lens,€2.4M,€8K
Cristian Rivero,19,Spain,66,Valencia CF,€875K,€2K
Cristian Tello,25,Spain,77,Real Betis Balompié,€10.5M,€26K
Cristiano,26,Portugal,68,Vitória Setúbal,€750K,€4K
Cristiano Ronaldo,32,Portugal,94,Real Madrid CF,€95.5M,€565K
Cucurella,18,Spain,67,FC Barcelona B,€1.4M,€3K
Curro Sánchez,21,Spain,69,Sevilla Atlético,€1.9M,€4K
Cédric,25,Portugal,79,Southampton,€13M,€82K
César Ortiz,28,Spain,66,SV Mattersburg,€575K,€7K
César Soriano,34,Spain,69,AD Alcorcón,€300K,€7K
Córdoba,20,Spain,70,Athletic Club de Bilbao,€2.5M,€14K
D. Adorni,24,Italy,64,Cittadella,€500K,€1K
D. Agazzi,24,Italy,58,Foggia,€170K,€1K
D. Alaba,25,Austria,86,FC Bayern Munich,€44.5M,€150K
D. Alar,27,Austria,70,SK Sturm Graz,€1.9M,€17K
D. Albadoro,28,Italy,65,Ternana,€550K,€1K
D. Aleksić,26,Serbia,72,FC St. Gallen,€3.8M,€12K
D. Altobelli,24,Italy,63,Vercelli,€500K,€1K
D. Amankwaa,23,Denmark,65,FC København,€725K,€5K
D. Anderson,22,Netherlands,64,Bari,€600K,€1K
D. Aogo,30,Germany,74,VfB Stuttgart,€4.1M,€22K
D. Appiah,25,France,73,RSC Anderlecht,€4.1M,€19K
D. Arslanagic,24,Belgium,69,Royal Antwerp FC,€1.2M,€7K
D. Astori,30,Italy,81,Fiorentina,€13M,€68K
D. Atoiyi,19,France,55,ES Troyes AC,€150K,€2K
D. Avdić,28,Sweden,65,AIK Solna,€550K,€4K
D. Bachmann,22,Austria,62,Watford,€375K,€6K
D. Baier,33,Germany,79,FC Augsburg,€5M,€32K
D. Bain,23,France,68,Le Havre AC,€1.2M,€4K
D. Bakker,22,Netherlands,67,ADO Den Haag,€875K,€6K
D. Baselli,25,Italy,79,Torino,€16.5M,€54K
D. Bassi,32,Italy,71,La Spezia,€1.4M,€3K
D. Basta,32,Serbia,80,Lazio,€8M,€54K
D. Batubinsika,21,France,66,Royal Antwerp FC,€825K,€3K
D. Baumann,22,Germany,63,Würzburger FV,€525K,€1K
D. Benaglio,33,Switzerland,77,AS Monaco,€4.5M,€27K
D. Berardi,22,Italy,81,Sassuolo,€24.5M,€62K
D. Berchtold,21,Switzerland,50,FC Lausanne-Sports,€50K,€1K
D. Berci,18,Romania,51,Perugia,€50K,€1K
D. Bergamelli,30,Italy,67,Vercelli,€575K,€3K
D. Bergqvist,24,Sweden,65,Östersunds FK,€625K,€2K
D. Bernhardt,31,Germany,69,VfR Aalen,€650K,€1K
D. Berntsen,24,Norway,63,Vålerenga Fotball,€475K,€1K
D. Bertaud,19,France,62,Montpellier Hérault SC,€525K,€2K
D. Bessa,24,Italy,73,Hellas Verona,€5M,€23K
D. Bilonog,22,Ukraine,60,FC Ural,€350K,€4K
D. Biondini,34,Italy,70,Sassuolo,€875K,€33K
D. Biraschi,22,Italy,68,Genoa,€1.1M,€14K
D. Biseswar,29,Netherlands,74,PAOK Thessaloniki,€5.5M,€1K
D. Bisoli,23,Italy,68,Brescia,€1.2M,€3K
D. Bičík,36,Czech Republic,68,Sparta Praha,€120K,€1K
D. Björnquist,28,Sweden,65,AFC Eskilstuna,€425K,€2K
D. Blacha,26,Poland,64,SV Wehen Wiesbaden,€550K,€1K
D. Blind,27,Netherlands,80,Manchester United,€13.5M,€120K
D. Blum,26,Germany,70,Eintracht Frankfurt,€2.2M,€21K
D. Bock,22,Germany,55,FC Carl Zeiss Jena,€130K,€1K
D. Bodul,28,Croatia,68,Amkar Perm,€925K,€15K
D. Boer,36,Netherlands,69,PEC Zwolle,€140K,€3K
D. Bohl,23,Germany,64,Hallescher FC,€500K,€1K
D. Boldor,22,Romania,66,Montreal Impact,€750K,€10K
D. Bomheuer,26,Germany,68,MSV Duisburg,€950K,€4K
D. Bonera,36,Italy,77,Villarreal CF,€1.2M,€23K
D. Boo Wiklander,32,Sweden,66,IFK Göteborg,€375K,€2K
D. Borsellini,18,Italy,53,Udinese,€100K,€1K
D. Boyata,26,Belgium,72,Celtic,€3M,€32K
D. Boyko,29,Ukraine,77,Beşiktaş JK,€6M,€40K
D. Boysen,26,Denmark,66,Lyngby BK,€750K,€4K
D. Braaten,35,Norway,69,SK Brann,€450K,€3K
D. Brašanac,25,Serbia,73,CD Leganés,€5M,€22K
D. Breitfelder,20,Germany,56,Chemnitzer FC,€150K,€1K
D. Brivio,29,Italy,72,Virtus Entella,€2.4M,€20K
D. Brock,22,Germany,57,Sportfreunde Lotte,€140K,€1K
D. Brosinski,28,Germany,76,1. FSV Mainz 05,€6M,€30K
D. Brückner,36,Germany,65,Rot-Weiß Erfurt,€60K,€1K
D. Buballa,27,Germany,68,FC St. Pauli,€825K,€10K
D. Buchholz,32,Germany,62,Sportfreunde Lotte,€170K,€1K
D. Budzyński,25,Poland,54,Śląsk Wrocław,€60K,€1K
D. Buglio,19,Italy,51,Empoli,€70K,€1K
D. Burnić,19,Germany,65,VfB Stuttgart,€1M,€6K
D. Buzzegoli,34,Italy,69,Ascoli,€500K,€3K
D. Byrtek,26,Poland,62,Wisła Płock,€325K,€1K
D. Böde,30,Hungary,68,,€0,
D. Böde,30,Hungary,68,,€0,€0.00
D. Cacia,33,Italy,72,Cesena,€2M,€4K
D. Caddy,22,France,62,US Quevilly-Rouen,€500K,€2K
D. Calabria,20,Italy,73,Milan,€5.5M,€51K
D. Caligiuri,29,Italy,78,FC Schalke 04,€10M,€42K
D. Caligiuri,29,Italy,78,FC Schalke 04,€10M,€42K
D. Caligiuri,29,Italy,78,FC Schalke 04,€10M,€42K
D. Caligiuri,29,Italy,78,FC Schalke 04,€10M,€42K
D. Callà,32,Switzerland,68,FC Basel,€700K,€21K
D. Capelli,31,Italy,71,La Spezia,€1.6M,€4K
D. Cataldi,22,Italy,75,Benevento Calcio,€9.5M,€36K
D. Cavaré,22,France,70,Barnsley,€2.1M,€7K
D. Chygrynskyi,30,Ukraine,75,AEK Athens,€4.9M,€1K
D. Cinaglia,23,Italy,65,Ascoli,€625K,€1K
D. Ciofani,31,Italy,73,Frosinone,€3.6M,€6K
D. Congré,32,France,74,Montpellier Hérault SC,€3.2M,€23K
D. Contento,27,Germany,72,Girondins de Bordeaux,€2.9M,€25K
D. Cools,21,Belgium,71,Club Brugge KV,€3M,€11K
D. Criscito,30,Italy,80,Zenit St. Petersburg,€10.5M,€67K
D. Crnigoj,21,Slovenia,62,FC Lugano,€550K,€1K
D. Croce,34,Italy,74,Cremonese,€2.7M,€5K
D. Cvetinović,28,Serbia,71,RC Lens,€2.2M,€7K
D. D'Ambrosio,28,Italy,75,Inter,€5.5M,€50K
D. Da Costa,31,Switzerland,66,FC Lugano,€400K,€2K
D. Da Silva,29,France,77,SM Caen,€8M,€26K
D. Dainelli,38,Italy,76,Chievo Verona,€1M,€14K
D. Damjanović,35,Montenegro,75,FC Seoul,€3.1M,€8K
D. Dankerlui,20,Netherlands,63,Ajax,€500K,€2K
D. Daube,27,Germany,69,1. FC Union Berlin,€1.1M,€18K
D. De Girolamo,21,Italy,60,Chesterfield,€325K,€5K
D. De Rossi,33,Italy,83,Roma,€10.5M,€73K
D. De fauw,35,Belgium,70,SV Zulte-Waregem,€375K,€8K
D. Dedechko,29,Ukraine,66,FC SKA-Energiya Khabarovsk,€500K,€6K
D. Del Fabro,22,Italy,67,Novara,€1M,€37K
D. Delaunay,22,France,62,US Quevilly-Rouen,€325K,€1K
D. Demme,25,Germany,78,RB Leipzig,€11M,€53K
D. Dervite,28,France,66,Bolton Wanderers,€525K,€10K
D. Dessena,30,Italy,71,Cagliari,€2.2M,€33K
D. Dessoleil,24,Belgium,69,Sporting Charleroi,€1.1M,€7K
D. Di Gennaro,29,Italy,72,Lazio,€3M,€31K
D. Diamantakos,24,Greece,71,VfL Bochum,€3.1M,€13K
D. Dibusz,26,Hungary,70,,€0,
D. Dibusz,26,Hungary,70,,€0,€0.00
D. Didavi,27,Germany,80,VfL Wolfsburg,€17M,€73K
D. Diekmeier,27,Germany,74,Hamburger SV,€5M,€29K
D. Dinga,19,Serbia,64,FC Ural,€875K,€4K
D. Dos Santos,20,Netherlands,71,AZ Alkmaar,€3.4M,€7K
D. Douline,24,France,59,Clermont Foot 63,€210K,€1K
D. Dražić,21,Serbia,66,RC Celta de Vigo,€1M,€6K
D. Drescher,27,Austria,63,Wolfsberger AC,€350K,€3K
D. Drexler,27,Germany,70,Holstein Kiel,€1.9M,€10K
D. Duarte,17,Netherlands,63,Sparta Rotterdam,€725K,€1K
D. Dudka,33,Poland,62,Lech Poznań,€120K,€2K
D. Dumfries,21,Netherlands,70,SC Heerenveen,€2.2M,€6K
