L. Messi,30,Argentina,93,FC Barcelona,€105M,€565K
Melvin Parrela,29,Brazil,75,Coritiba Foot Ball Club,€5M,€22K
Nicholas Aldair,25,Brazil,75,Sport Club do Recife,€7.5M,€18K
K. Cordesia,29,Chile,75,CD Universidad de Concepción,€6.5M,€6K
Jorginhson,25,Brazil,75,Sport Club do Recife,€6M,€15K
E. Merraño,25,Chile,75,CD O'Higgins,€7M,€8K
M. Barbosa,32,Argentina,75,Villarreal CF,€3.8M,€22K
E. Mammana,21,Argentina,75,Zenit St. Petersburg,€10M,€36K
S. Blanco,29,Argentina,75,Portland Timbers,€6.5M,€10K
J. Landiso,25,Chile,75,Unión Española,€7M,€6K
D. González,23,Paraguay,75,,€0,€0.00
F. Mora,23,Chile,75,Cruz Azul,€9M,€28K
Diego Ângelo,31,Brazil,75,Antalyaspor,€4.5M,€17K
Y. Donosos,25,Chile,75,Deportes Iquique,€7M,€4K
M. Pérez García,32,Argentina,75,Club Atlético Tigre,€5M,€14K
M. Martins,30,Bolivia,75,,€0,€0.00
Rafael Cachoira,29,Brazil,75,Santos Futebol Clube,€5M,€18K
G. Rivas,28,Venezuela,75,Al Hilal,€7M,€41K
Dani Rochelinhas,25,Brazil,75,Fluminense Football Club,€7M,€33K
J. Beausejour,33,Chile,75,,€0,€0.00
Douglas Santos,23,Brazil,75,Hamburger SV,€7.5M,€25K
M. Angeleri,34,Argentina,75,San Lorenzo de Almagro,€2M,€19K
Cássio,36,Brazil,75,Rio Ave FC,€900K,€5K
M. Suárez,29,Argentina,75,Belgrano de Córdoba,€6.5M,€15K
M. Britos,31,Uruguay,75,Watford,€4.5M,€44K
A. Cambrillo,29,Chile,75,CD O'Higgins,€6.5M,€9K
Dani Hernández,31,Venezuela,75,CD Tenerife,€4M,€7K
L. Lereas,25,Chile,75,Universidad Católica,€7.5M,€9K
W. Tesillo,27,Colombia,75,Independiente Santa Fe,€6.5M,€5K
F. Vidangosa,33,Chile,75,Unión Española,€3.4M,€5K
C. Marrugo,31,Colombia,75,Puebla,€6M,€10K
V. Guerra,29,Chile,75,Deportes Iquique,€5M,€4K
C. Rodríguez,31,Uruguay,75,,€0,€0.00
E. Gigliotti,30,Argentina,75,Independiente,€6.5M,€23K
Siqueira,31,Brazil,75,Atlético Madrid,€4.4M,€40K
C. Toselli,29,Chile,75,,€0,€0.00
C. Cordeso,25,Chile,75,CD O'Higgins,€6M,€7K
I. Piris,28,Paraguay,75,Club León,€5.5M,€46K
F. Monetti,28,Argentina,75,Club Atlético Lanús,€6M,€14K
Douglas,34,Brazil,75,Vitória Guimarães,€2.7M,€8K
Kaíquão Castro,33,Brazil,75,Cruzeiro,€3.4M,€21K
Jefferson,28,Brazil,75,SC Braga,€5.5M,€15K
E. Dinsol,29,Chile,75,Universidad Católica,€5M,€8K
I. Fernández,27,Argentina,75,River Plate,€7.5M,€21K
F. Pardo,26,Colombia,75,Olympiakos CFP,€7M,€1K
J. Figal,23,Argentina,75,Independiente,€8M,€16K
V. Vada,21,Argentina,75,Girondins de Bordeaux,€9.5M,€30K
Andeson Trigo,29,Brazil,75,Clube Atlético Paranaense,€5M,€15K
Gottardi,31,Brazil,75,CS Marítimo,€4M,€8K
M. Alcoraz,29,Chile,75,CD O'Higgins,€5M,€8K
B. Sarmiento,27,Argentina,75,Newell's Old Boys,€7.5M,€16K
Lafortiscinho,25,Brazil,75,Botafogo de Futebol e Regatas,€6M,€16K
H. Acevedo,29,Chile,75,CD O'Higgins,€5M,€8K
A. Baredia,25,Chile,75,CD Universidad de Concepción,€6M,€5K
R. Borré,21,Colombia,75,River Plate,€10.5M,€18K
Mattheus Oliveira,22,Brazil,75,Sporting CP,€9.5M,€14K
A. Peñaranda,20,Venezuela,75,Málaga CF,€11M,€42K
L. Torreira,21,Uruguay,75,Sampdoria,€10M,€26K
E. Bolindos,29,Chile,75,CD O'Higgins,€5M,€8K
J. Lopendañez,25,Chile,75,Colo-Colo,€6M,€7K
M. Mantovani,32,Argentina,75,CD Leganés,€3.8M,€21K
Victildinho,33,Brazil,75,Grêmio Foot-Ball Porto Alegrense,€2.6M,€21K
L. Zelarayán,25,Argentina,75,Tigres U.A.N.L.,€9M,€52K
J. Lerma,22,Colombia,75,Levante UD,€8.5M,€18K
P. Goltz,32,Argentina,75,Boca Juniors,€3.8M,€21K
G. Jara,31,Chile,75,,€0,€0.00
J. Badamontes,29,Chile,75,Universidad de Chile,€6.5M,€14K
S. Cardenia,33,Chile,75,Santiago Wanderers,€4M,€6K
Kaimo Lima,33,Brazil,75,Cruzeiro,€2.7M,€25K
Renato Neto,25,Brazil,75,KAA Gent,€8M,€20K
Titi,29,Brazil,75,Bursaspor,€5M,€18K
J. Carrizo,33,Argentina,75,Monterrey,€3.4M,€36K
Djavan,29,Brazil,75,Grupo Desportivo de Chaves,€5M,€9K
Davi Parrela,29,Brazil,75,Santos Futebol Clube,€5M,€18K
L. González Pirez,25,Argentina,75,Atlanta United FC,€7M,€8K
F. Carrizo,26,Argentina,75,Rosario Central,€8M,€17K
L. Pisculichi,33,Argentina,75,Argentinos Juniors,€4M,€13K
Welthon,25,Brazil,75,FC Paços de Ferreira,€9M,€12K
C. Pavón,21,Argentina,75,Boca Juniors,€10.5M,€20K
C. Villanueva,31,Chile,75,Al Ittihad,€6M,€36K
L. Orbán,28,Argentina,74,Racing Club de Avellaneda,€4.4M,€18K
S. Araujo,25,Argentina,74,AEK Athens,€7.5M,€1K
Duirval Diniz,33,Brazil,74,Sport Club do Recife,€2.3M,€16K
G. Maripán,23,Chile,74,Deportivo Alavés,€6M,€18K
D. Braghieri,30,Argentina,74,Club Atlético Lanús,€4.2M,€16K
Da Costa,33,Brazil,74,Bologna,€2.8M,€34K
Léo Bonatini,23,Brazil,74,Wolverhampton Wanderers,€8M,€35K
V. Acerval,29,Chile,74,Colo-Colo,€3.8M,€6K
A. Corveto,25,Chile,74,Unión Española,€4M,€5K
Edercinho Sepa,29,Brazil,74,Grêmio Foot-Ball Porto Alegrense,€4.4M,€22K
E. Velázquez,23,Uruguay,74,Rayo Vallecano,€7M,€34K
Márcio Azevedo,31,Brazil,74,Shakhtar Donetsk,€3.7M,€1K
Pascoal Muscato,25,Brazil,74,Atlético Clube Goianiense,€5M,€13K
R. Laborde,29,Colombia,74,FC Krasnodar,€5.5M,€43K
J. Schunke,30,Argentina,74,Estudiantes de La Plata,€4.2M,€16K
J. Neiroga,25,Chile,74,CD O'Higgins,€4.9M,€7K
Danilo,21,Brazil,74,SC Braga,€8M,€10K
D. Machís,24,Venezuela,74,Granada CF,€7.5M,€10K
M. Casco,29,Argentina,74,River Plate,€4.3M,€20K
Caio Milaçar,33,Brazil,74,Vitória,€3.4M,€15K
G. Carrillo,26,Argentina,74,AS Monaco,€6.5M,€34K
C. Nevorrete,25,Chile,74,CD O'Higgins,€4.9M,€7K
Enaldo Praz,29,Brazil,74,Sociedade Esportiva Palmeiras,€4.3M,€31K
J. Basanta,33,Argentina,74,Monterrey,€2.3M,€44K
Diego Farías,27,Brazil,74,Cagliari,€6.5M,€50K
I. Scocco,32,Argentina,74,River Plate,€4.5M,€23K
Marcelo Goiano,29,Brazil,74,SC Braga,€4.3M,€12K
M. López,33,Argentina,74,Udinese,€3.5M,€28K
Claudemir,29,Brazil,74,Al Ahli,€5.5M,€38K
Jailson Caeiro,25,Brazil,74,Clube Atlético Mineiro,€4.9M,€28K
G. Daralla,25,Chile,74,Everton de Viña del Mar,€5M,€5K
N. Vikonis,33,Uruguay,74,CD Los Millionarios Bogota,€2.8M,€4K
L. Abecasis,27,Argentina,74,Godoy Cruz,€5M,€13K
Matheus Pereira,21,Brazil,74,Grupo Desportivo de Chaves,€9.5M,€14K
F. Pereyra,29,Argentina,74,Necaxa,€5.5M,€15K
Kel Perinho,33,Brazil,74,Clube Atlético Paranaense,€2.3M,€15K
E. Evaldes,29,Chile,74,Everton de Viña del Mar,€4.4M,€5K
Hugo Goiteira,25,Brazil,74,Clube Atlético Mineiro,€5M,€28K
M. Laba,25,Argentina,74,Vancouver Whitecaps FC,€6M,€8K
Fábio Melitinho,33,Brazil,74,Grêmio Foot-Ball Porto Alegrense,€3.4M,€23K
D. Suárez,29,Uruguay,74,Getafe CF,€4.3M,€22K
R. Centurión,24,Argentina,74,Genoa,€7.5M,€28K
José Mirazar,33,Brazil,74,Coritiba Foot Ball Club,€3.4M,€23K
G. Peñalba,32,Argentina,74,Cruz Azul,€4.3M,€29K
G. Contreso,33,Chile,74,Universidad Católica,€2.3M,€7K
Kaíqundo Calado,25,Brazil,74,Cruzeiro,€5M,€24K
N. Barresta,25,Chile,74,CD O'Higgins,€6M,€8K
Élton,31,Brazil,74,Al Qadisiyah,€4.9M,€17K
M. Nervo,26,Argentina,74,Club Atlético Huracán,€6M,€13K
N. Fuenzas,29,Chile,74,CD Universidad de Concepción,€4.4M,€5K
Jorge,21,Brazil,74,AS Monaco,€7M,€22K
D. Vera,32,Uruguay,74,Colon de Santa Fe,€4.5M,€14K
P. Retomal,25,Chile,74,Unión Española,€5M,€6K
Marlon Nideiro,33,Brazil,74,Sport Club do Recife,€3.4M,€17K
Jacson Zonta,33,Brazil,74,Atlético Clube Goianiense,€3.4M,€15K
E. Cardona,24,Colombia,74,Boca Juniors,€7.5M,€42K
J. Martínez,31,Argentina,74,Independiente,€4.9M,€21K
Leo Caldeirinha,33,Brazil,74,Clube Atlético Paranaense,€3.4M,€16K
Alvildo Sousa,33,Brazil,74,Associação Atlética Ponte Preta,€3.4M,€17K
David Neres,20,Brazil,74,Ajax,€8.5M,€11K
E. Barreto,32,Paraguay,74,Sampdoria,€4.3M,€33K
D. Valdés,23,Chile,74,Monarcas Morelia,€7.5M,€11K
J. Cuadrado,32,Colombia,74,CD Once Caldas Manizales,€3.2M,€2K
Fabiano,29,Brazil,74,FC Porto,€3.8M,€11K
Claudiano Sobrino,33,Brazil,74,Santos Futebol Clube,€2.3M,€17K
Hélton Celanova,25,Brazil,74,Botafogo de Futebol e Regatas,€6M,€20K
Erick Gameira,25,Brazil,74,Grêmio Foot-Ball Porto Alegrense,€6M,€24K
A. Pérez,36,Colombia,74,Asociacion Deportivo Cali,€750K,€3K
Jadson Vidigal,25,Brazil,74,Sociedade Esportiva Palmeiras,€6M,€34K
Cristiano,30,Brazil,74,Kashiwa Reysol,€5.5M,€15K
Emilio Piodão,25,Brazil,74,Cruzeiro,€5M,€24K
E. Peñarendi,33,Chile,74,Everton de Viña del Mar,€3.4M,€5K
Edvaldisco,25,Brazil,74,Botafogo de Futebol e Regatas,€5M,€16K
E. Triverio,28,Argentina,74,Racing Club de Avellaneda,€6M,€22K
B. Rasaldo,33,Chile,74,Unión Española,€3.4M,€7K
M. Villanueva,24,Venezuela,74,Cádiz C.F.,€6.5M,€18K
Thiago Mendes,25,Brazil,74,LOSC Lille,€6.5M,€33K
P. Barrientos,32,Argentina,74,Deportivo Toluca,€4.4M,€18K
Filipe Augusto,23,Brazil,74,SL Benfica,€8M,€11K
H. Rodallega,31,Colombia,74,Trabzonspor,€5M,€32K
M. Caraglio,28,Argentina,74,Club Atlas,€6M,€25K
Paulinho,22,Brazil,74,Portimonense SC,€8.5M,€8K
Maurício António,25,Brazil,74,Urawa Red Diamonds,€6M,€12K
A. Costa,32,Argentina,74,UD Almería,€4.3M,€11K
W. Barrios,23,Colombia,74,Boca Juniors,€7M,€18K
Perdigão,25,Brazil,74,Grupo Desportivo de Chaves,€6.5M,€10K
Sebas Couteira,29,Brazil,74,Santos Futebol Clube,€5.5M,€20K
Walace,22,Brazil,74,Hamburger SV,€7M,€25K
D. Percidino,33,Chile,74,Universidad de Chile,€3.4M,€13K
C. Despredal,33,Chile,74,CD Huachipato,€3.4M,€9K
Kauã Abranches,33,Brazil,74,Sport Club do Recife,€3.4M,€17K
A. Naranjeda,33,Chile,74,Colo-Colo,€3.4M,€8K
Nicolás Formido,29,Brazil,74,Cruzeiro,€5.5M,€29K
E. Cerutti,25,Argentina,74,San Lorenzo de Almagro,€7M,€20K
R. De Paul,23,Argentina,74,Udinese,€8.5M,€25K
Kléber,27,Brazil,74,Estoril Praia,€6.5M,€11K
Ewerton,28,Brazil,74,1. FC Nürnberg,€4.6M,€13K
J. Gustaldo,25,Chile,74,Universidad Católica,€6M,€9K
M. Meñarez,25,Chile,74,CD O'Higgins,€6M,€9K
Rafael,27,Brazil,74,Napoli,€4.7M,€38K
Diego,29,Brazil,74,Stade de Reims,€5.5M,€11K
C. Sortomayrés,25,Chile,74,Universidad de Chile,€6M,€14K
Ryder,24,Brazil,74,Udinese,€7.5M,€25K
M. Larrondo,28,Chile,74,River Plate,€6M,€23K
J. Urretaviscaya,27,Uruguay,74,Pachuca,€6M,€32K
L. Melgarejo,26,Paraguay,74,Spartak Moscow,€6M,€56K
J. Ortiz,33,Argentina,74,Belgrano de Córdoba,€3.3M,€14K
A. Plata,26,Colombia,74,Independiente Santa Fe,€7M,€6K
L. Ulloa,30,Argentina,74,Leicester City,€5.5M,€62K
R. Mora,29,Uruguay,74,River Plate,€5.5M,€23K
R. Botta,27,Argentina,74,San Lorenzo de Almagro,€6M,€23K
J. Forlín,29,Argentina,74,Real Oviedo,€4.4M,€10K
J. Fernandes,28,Chile,74,Alanyaspor,€6M,€18K
P. Gallese,27,Peru,74,,€0,€0.00
Mauro,26,Brazil,74,SC Braga,€5.5M,€11K
Júnior Caiçara,28,Brazil,74,İstanbul Başakşehir FK,€4.4M,€24K
G. Sara,29,Argentina,74,Boca Juniors,€3.8M,€18K
R. Ribagaso,29,Chile,74,CD Universidad de Concepción,€4.3M,€5K
Victorino Magela,29,Brazil,74,Sociedade Esportiva Palmeiras,€3.8M,€26K
G. Lo Celso,21,Argentina,74,Paris Saint-Germain,€10M,€48K
D. Bocanegra,30,Colombia,74,Atletico Nacional Medellin,€4.1M,€6K
Adrianiscito,25,Brazil,74,Fluminense Football Club,€4M,€24K
D. Stracqualursi,29,Argentina,74,Club Atlético Tigre,€5.5M,€6K
M. Galvarado,25,Chile,74,CD Universidad de Concepción,€4.9M,€5K
M. Salcatorini,33,Chile,74,CD Universidad de Concepción,€3.4M,€6K
Dentinho,28,Brazil,74,Shakhtar Donetsk,€5.5M,€1K
L. Romagnoli,36,Argentina,74,San Lorenzo de Almagro,€1.9M,€15K
A. Jelverado,33,Chile,74,CD Antofagasta,€2.3M,€5K
P. Ketlun,25,Chile,74,Universidad de Chile,€5M,€12K
D. Lezcano,27,Paraguay,74,FC Ingolstadt 04,€6.5M,€25K
K. Moncora,25,Chile,74,Universidad de Chile,€5M,€12K
Padilhisco,25,Brazil,74,São Paulo Futebol Clube,€4.9M,€24K
F. Jara,28,Argentina,74,Pachuca,€6M,€33K
Gabrìel,24,Brazil,74,Milan,€5.5M,€45K
G. Burdisso,28,Argentina,74,Club León,€4.6M,€28K
Rodrigo Ely,23,Brazil,74,Deportivo Alavés,€6M,€18K
M. Benítez,23,Argentina,74,Independiente,€8M,€18K
J. Herrera,36,Chile,74,,€0,€0.00
M. Velázquez,36,Argentina,74,Club Atlético Lanús,€650K,€11K
Jesus Andradaldo,25,Brazil,74,Cruzeiro,€4.9M,€24K
M. Peñazco,33,Chile,74,Universidad Católica,€2.3M,€7K
L. Quiñones,26,Colombia,74,Lobos de la BUAP,€6.5M,€54K
F. Uribe,29,Colombia,74,Deportivo Toluca,€5.5M,€21K
G. Suleziano,25,Chile,74,Deportes Iquique,€5M,€4K
A. Cubas,21,Argentina,74,Defensa y Justicia,€8M,€16K
Léo Matos,31,Brazil,74,PAOK Thessaloniki,€3.7M,€1K
J. Guerredero,25,Chile,74,Deportes Iquique,€5M,€4K
M. Díaz,26,Argentina,74,FC Dallas,€6.5M,€9K
J. Fuenzalida,32,Chile,74,,€0,€0.00
A. Desenda,29,Chile,74,Universidad Católica,€5.5M,€9K
J. Méndez,32,Argentina,74,Deportivo Toluca,€4.3M,€18K
L. Pocrnjic,35,Argentina,74,Newell's Old Boys,€1.3M,€8K
Bobô,32,Brazil,74,Sydney FC,€4.5M,€12K
G. Gutierrez,25,Chile,74,Universidad Católica,€6M,€8K
V. Albarado,29,Chile,74,CD Antofagasta,€5.5M,€5K
D. González,29,Argentina,74,Racing Club de Avellaneda,€5.5M,€20K
Édundo Oliveira,25,Brazil,74,Clube Atlético Mineiro,€5M,€28K
F. Ricca,22,Uruguay,74,Málaga CF,€7M,€18K
Enaldo Toxeto,29,Brazil,74,Sociedade Esportiva Palmeiras,€4.4M,€31K
Edmilson Junior,22,Brazil,73,Standard de Liège,€5.5M,€15K
Gabriel Boschilia,21,Brazil,73,AS Monaco,€6.5M,€24K
Richarlison,20,Brazil,73,Watford,€7M,€38K
D. Pérez,28,Argentina,73,Club Tijuana,€3.2M,€21K
Brenito Duarte,33,Brazil,73,Fluminense Football Club,€1.6M,€32K
O. Ustari,30,Argentina,73,Club Atlas,€2.6M,€16K
Johnathan,27,Brazil,73,Suwon Samsung Bluewings,€4.3M,€11K
N. Acevedo,28,Argentina,73,Unión de Santa Fe,€3.2M,€18K
C. Carbonero,26,Colombia,73,Corporación Club Deportivo Tuluá,€4.6M,€3K
J. Lucero,25,Argentina,73,Club Tijuana,€5M,€23K
S. Vergini,28,Argentina,73,Boca Juniors,€3.6M,€22K
M. Rocora,29,Chile,73,CD Universidad de Concepción,€2.7M,€4K
Pietrson Mendes,33,Brazil,73,Associação Chapecoense de Futebol,€2.4M,€17K
H. Donadell,33,Chile,73,Universidad de Chile,€2M,€10K
Rafael Martins,28,Brazil,73,Vitória Guimarães,€4.1M,€13K
J. Furch,27,Argentina,73,Santos Laguna,€4.3M,€24K
F. Silva,31,Chile,73,Cruz Azul,€3.4M,€29K
Jaim Abra,25,Brazil,73,Vitória,€2.9M,€10K
Lucas Piazon,23,Brazil,73,Fulham,€5.5M,€75K
M. Uribe,26,Colombia,73,Club América,€4.6M,€48K
Freder Cabral,25,Brazil,73,Sport Club do Recife,€2.9M,€12K
D. Barreto,35,Paraguay,73,,€0,€0.00
Rodrigo Galo,30,Brazil,73,AEK Athens,€2.9M,€1K
J. Correa,22,Argentina,73,Sevilla FC,€6M,€14K
L. Jara,26,Argentina,73,Boca Juniors,€4.1M,€21K
G. Fernández,33,Argentina,73,Estudiantes de La Plata,€2.4M,€17K
Dodô,25,Brazil,73,Sampdoria,€4.9M,€50K
R. Noir,30,Argentina,73,Racing Club de Avellaneda,€3.8M,€21K
M. Bolaños,27,Ecuador,73,Club Tijuana,€4.6M,€22K
R. Dartés,33,Chile,73,Unión Española,€1.5M,€6K
Elias Fontoira,33,Brazil,73,Vitória,€1.6M,€13K
M. Urruti,26,Argentina,73,FC Dallas,€4.8M,€10K
M. Caire,28,Argentina,73,Club Atlético Tigre,€3.2M,€14K
Marcos Paneira,29,Brazil,73,Sociedade Esportiva Palmeiras,€3.1M,€31K
G. Alcoba,32,Uruguay,73,U.N.A.M.,€2.3M,€20K
E. Kalinski,30,Argentina,73,Club Tijuana,€3.7M,€22K
N. Sánchez,31,Argentina,73,Monterrey,€2.7M,€44K
Lucas Lima,25,Brazil,73,FC Nantes,€4M,€20K
Somália,28,Brazil,73,Toulouse FC,€4M,€29K
M. Santos,24,Uruguay,73,Real Sporting de Gijón,€5.5M,€22K
S. Ascacibar,20,Argentina,73,VfB Stuttgart,€7M,€17K
Muriel,30,Brazil,73,CF Os Belenenses,€2.6M,€6K
Juli Piresinho,29,Brazil,73,Clube Atlético Paranaense,€3M,€15K
Vinicius Cardenha,25,Brazil,73,Associação Atlética Ponte Preta,€3.5M,€15K
H. Gombez,33,Chile,73,Santiago Wanderers,€1.6M,€6K
E. Benítez,29,Paraguay,73,Querétaro,€3.9M,€13K
M. Rovero,25,Chile,73,CD Universidad de Concepción,€3.5M,€5K
Wellington Sabrão,33,Brazil,73,Associação Atlética Ponte Preta,€1.6M,€16K
A. Rojas,31,Argentina,73,River Plate,€3.4M,€21K
G. Fabianos,33,Chile,73,CD Antofagasta,€1.6M,€5K
G. Fernández,25,Argentina,73,Godoy Cruz,€5M,€14K
Osvaldo Lodeiro,29,Brazil,73,Clube Atlético Paranaense,€3.1M,€15K
E. Muñoz,26,Argentina,73,CD Leganés,€4.2M,€21K
O. Martínez,31,Paraguay,73,Santos Laguna,€3.4M,€22K
D. Senderón,33,Chile,73,Colo-Colo,€1.6M,€7K
Fabiano Sonta,25,Brazil,73,Clube Atlético Paranaense,€3.5M,€14K
F. Díaz,33,Colombia,73,,€0,€0.00
Ailton Valpaços,25,Brazil,73,Cruzeiro,€3.5M,€24K
D. Florada,33,Chile,73,Unión Española,€2.4M,€7K
M. Fritzler,30,Argentina,73,Colon de Santa Fe,€3M,€12K
D. Montenegro,38,Argentina,73,Club Atlético Huracán,€1.3M,€11K
S. García,28,Argentina,73,Deportivo Toluca,€3.2M,€17K
J. Fabbro,35,Paraguay,73,Lobos de la BUAP,€1.8M,€7K
André Ramalho,25,Brazil,73,Bayer 04 Leverkusen,€4.3M,€38K
J. Duque,30,Colombia,73,Asociacion Deportivo Cali,€3.9M,€24K
Jorge Carvallinho,33,Brazil,73,Botafogo de Futebol e Regatas,€1.6M,€17K
J. Moreira,27,Paraguay,73,River Plate,€3.7M,€19K
D. Escalonas,33,Chile,73,Unión Española,€1.6M,€6K
Welinton,28,Brazil,73,Alanyaspor,€3.6M,€15K
Robson Denho,25,Brazil,73,Cruzeiro,€3.5M,€24K
J. Gandolfi,36,Argentina,73,Talleres de Cordoba,€550K,€10K
G. Hauche,30,Argentina,73,Deportivo Toluca,€3.9M,€20K
M. Coldado,29,Chile,73,CD Antofagasta,€3.1M,€5K
M. Banguera,31,Ecuador,73,,€0,€0.00
A. Andrade,28,Colombia,73,Club León,€4M,€30K
Pedro Rocha,22,Brazil,73,Spartak Moscow,€6M,€49K
Samir,22,Brazil,73,Udinese,€4.7M,€20K
Gérson Noalha,29,Brazil,73,Associação Chapecoense de Futebol,€4M,€20K
Bernardo,22,Brazil,73,RB Leipzig,€5M,€40K
O. Vizcarrondo,33,Venezuela,73,ES Troyes AC,€1.6M,€21K
M. Gómez,20,Uruguay,73,RC Celta de Vigo,€6M,€20K
F. Coloccini,35,Argentina,73,San Lorenzo de Almagro,€950K,€14K
D. Silva,30,Colombia,73,CD Los Millionarios Bogota,€3.7M,€5K
A. Rodríguez,28,Colombia,73,Deportes Tolima,€4.1M,€2K
J. Palomino,27,Argentina,73,Atalanta,€3.9M,€24K
C. Mayada,26,Uruguay,73,River Plate,€3.4M,€19K
S. Barreiro,23,Colombia,73,Club Atlas,€5M,€17K
Gus Outomouro,33,Brazil,73,Fluminense Football Club,€2.5M,€38K
F. Sambueza,28,Argentina,73,Asociacion Deportivo Cali,€4M,€4K
F. Rinaudo,30,Argentina,73,Gimnasia y Esgrima La Plata,€3M,€15K
A. Barboza,22,Argentina,73,River Plate,€5.5M,€16K
F. Santander,26,Paraguay,73,FC København,€5M,€23K
Leandro Vivenço,29,Brazil,73,Sociedade Esportiva Palmeiras,€4M,€37K
A. Ramírez,36,Colombia,73,Atletico Nacional Medellin,€1.3M,€5K
J. Cuero,29,Colombia,73,Monarcas Morelia,€3.9M,€13K
Roni,26,Brazil,73,CF Os Belenenses,€4.7M,€8K
A. Donatti,30,Argentina,73,Club Tijuana,€3M,€20K
M. Barrios,26,Colombia,73,FC Dallas,€4.7M,€9K
M. Oyola,34,Ecuador,73,,€0,€0.00
G. Rodríguez,22,Argentina,73,Club América,€4.4M,€38K
Tiago,24,Brazil,73,Shimizu S-Pulse,€4.9M,€35K
M. Meza,25,Argentina,73,Independiente,€5M,€20K
W. Segrado,29,Chile,73,CD O'Higgins,€3.9M,€9K
E. Pulgar,23,Chile,73,Bologna,€4.7M,€36K
H. Menosse,30,Uruguay,73,Granada CF,€3M,€10K
Assis,26,Brazil,73,SC Braga,€4M,€11K
A. Roa,24,Colombia,73,Asociacion Deportivo Cali,€5.5M,€3K
J. Arango,26,Colombia,73,CD Once Caldas Manizales,€4.7M,€3K
W. Faríñez,19,Venezuela,73,,€0,€0.00
J. Mercier,37,Argentina,73,San Lorenzo de Almagro,€550K,€14K
Benjamin Meseira,33,Brazil,73,Santos Futebol Clube,€1.5M,€17K
A. Rodríguez,33,Peru,73,,€0,€0.00
M. Celtejo,33,Chile,73,CD Universidad de Concepción,€2.4M,€6K
Gustavo Lobateiro,29,Brazil,73,São Paulo Futebol Clube,€3.9M,€29K
J. García,30,Argentina,73,Racing Club de Avellaneda,€2.6M,€14K
Charles,23,Brazil,73,CS Marítimo,€4.4M,€6K
F. Cerro,29,Argentina,73,Rayo Vallecano,€3.8M,€13K
A. Mosquera,27,Colombia,73,Club León,€3.9M,€27K
Evandro Rochedo,33,Brazil,73,Associação Atlética Ponte Preta,€2.5M,€19K
M. Sperduti,31,Argentina,73,Banfield,€3.5M,€16K
D. Cure,27,Venezuela,73,Águilas Doradas,€4.2M,€3K
L. Chichizola,27,Argentina,73,UD Las Palmas,€3.2M,€15K
Michel Cruceiro,25,Brazil,73,Clube Atlético Mineiro,€3.5M,€28K
D. Quintero,29,Colombia,73,Club América,€4M,€55K
M. Jimañez,29,Chile,73,Unión Española,€4M,€7K
Luiz Araújo,21,Brazil,73,LOSC Lille,€6M,€33K
C. Santos,29,Venezuela,73,Deportivo Alavés,€4M,€26K
F. Hinestroza,27,Colombia,73,Tiburones Rojos de Veracruz,€4.2M,€10K
Marlon Santos,21,Brazil,73,OGC Nice,€5.5M,€76K
A. Marelos,33,Chile,73,Universidad de Chile,€2.5M,€15K
O. Estupiñán,20,Colombia,73,Vitória Guimarães,€6M,€10K
B. Peñena,29,Chile,73,Universidad Católica,€4M,€9K
D. Arias,32,Colombia,73,Atletico Nacional Medellin,€2.3M,€6K
J. Aterola,29,Chile,73,Deportes Iquique,€3.9M,€5K
Paulinho,31,Brazil,73,Cremonese,€3.6M,€5K
W. Erviti,37,Argentina,73,Independiente,€1.3M,€15K
L. Janson,22,Argentina,73,Club Atlético Tigre,€6M,€13K
J. Zúñiga,31,Colombia,73,Napoli,€2.6M,€47K
E. Del Carro,25,Chile,73,Everton de Viña del Mar,€2.9M,€4K
M. Guidaros,33,Chile,73,Universidad de Chile,€1.5M,€12K
D. Machado,23,Colombia,73,KAA Gent,€4.6M,€17K
D. Villalva,24,Argentina,73,Tiburones Rojos de Veracruz,€5M,€8K
R. Mantores,25,Chile,73,Universidad Católica,€2.9M,€6K
L. Castellanos,33,Colombia,73,Independiente Santa Fe,€2M,€4K
Danilo Avelar,28,Brazil,73,Amiens SC Football,€3.2M,€37K
J. Alonso,24,Paraguay,73,LOSC Lille,€4.7M,€30K
Lulinha,27,Brazil,73,Pohang Steelers,€4.2M,€12K
P. Candiyana,29,Chile,73,Universidad Católica,€3M,€8K
Pierrino Faria,29,Brazil,73,Atlético Clube Goianiense,€2.7M,€11K
F. Tobio,27,Argentina,73,Rosario Central,€3.8M,€16K
R. Henriques,25,Chile,73,Unión Española,€3.5M,€6K
Nivo Serpinho,33,Brazil,73,Grêmio Foot-Ball Porto Alegrense,€2M,€17K
L. Villafañez,25,Argentina,73,Panathinaikos FC,€4.9M,€1K
E. Madrez,33,Chile,73,Unión Española,€1.6M,€6K
Evandro,30,Brazil,73,Hull City,€3.7M,€13K
A. del Valle,28,Colombia,73,CD Los Millionarios Bogota,€4.1M,€6K
Hernani,23,Brazil,73,AS Saint-Étienne,€4.4M,€40K
J. Dorlans,29,Chile,73,Everton de Viña del Mar,€3.1M,€5K
M. Rancoret,25,Chile,73,CD Huachipato,€3.5M,€8K
J. Plata,25,Ecuador,73,Real Salt Lake,€4.3M,€10K
D. Segoviniozo,25,Chile,73,Universidad Católica,€3.5M,€7K
L. Goterio,33,Chile,73,CD Huachipato,€1.6M,€8K
